LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,label,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,8.45,0.75,4.75,0,4,1.33,0.26,6.34,1,0,0,2,0.17,3,1,2,1,6,0,5,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.33,0,0,0,0,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.2,3,6,3,5,5,0,3,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,2,0,0,0
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,2,0.2,2,1,2,1,5,0,4,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,4,0,0,8,1,0,0,2,0.25,0,4,0,4,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,5,0,0,11.61,1,0,0,2,0.2,0,5,0,5,5,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,9,1,3,0,12,5,0.71,2,0,5,1,15,4,0.75,4,0,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,0.8,5,8,12,0.5,17,30,4,13,10,42.86,7,0,5,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
58,201,6,29,333,334,101,0.2,134,0,23,0.23,388,71,0.7,483,0,103.15,135.56,1895571.32,4.66,2062,0.01,105309.52,13983.16,0.7,100,171,289,0.11,794,1268,82,28,905,42.84,512,1,55,0.54
7,17,1,3,52,32,9,0.12,16,0,2,0.22,37,1,0,71,0,40.84,23.26,22100,0.32,190,0.04,1227.78,950,0.11,8,16,30,0.07,68,122,19,13,135,43.65,74,0,9,1
17,43,2,2,120,84,22,0.17,42,0,2,0.09,103,1,0,126,0,50.4,38.79,75848.87,0.65,352,0.03,4213.83,1955.22,0.05,21,42,83,0.08,125,227,29,18,267,49.19,128,0,15,0.68
2,1,1,0,1,4,1,0.25,2,0,1,1,2,1,0,4,0,11.39,3.5,139.52,0.01,12,0.29,7.75,39.86,1,1,2,3,0.11,3,9,3,7,9,20,4,0,0,0
4,9,0,1,1,16,5,0.19,8,0,1,0.2,17,1,0,26,0,11.4,37.14,15731.82,0.14,98,0.03,873.99,423.55,0.2,4,8,14,0.15,40,58,7,13,34,7.14,27,0,5,1
2,9,3,1,15,12,5,0.25,4,0,3,0.6,16,4,0.75,19,0,27.91,11.5,3690.89,0.11,70,0.09,205.05,320.95,0.8,4,6,13,0.13,23,47,12,12,39,45.71,20,0,2,0.4
4,1,1,7,0,0,1,0.06,0,0,1,1,6,1,0,10,0,63.01,11.44,8242.37,0.24,132,0.09,457.91,720.64,1,0,0,7,0.04,61,71,32,12,24,41.18,17,1,1,1
13,23,5,0,10,46,12,0.2,22,0,11,0.92,53,1,0,61,0,62.85,25,39281.55,0.52,277,0.04,2182.31,1571.26,0.08,12,23,43,0.14,120,157,36,15,86,14.08,61,0,11,0.92
9,11,3,0,5,22,6,0.21,10,0,5,0.83,25,1,0,29,0,39.38,14.86,8692.29,0.2,115,0.07,482.91,585.06,0.17,6,11,21,0.13,48,67,21,13,45,14.71,29,0,5,0.83
10,21,3,0,9,42,11,0.24,20,0,8,0.73,48,1,0,46,0,46.02,21.7,21662.42,0.33,184,0.05,1203.47,998.43,0.09,11,21,39,0.16,81,103,28,15,67,16.36,46,0,8,0.73
1,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,3,0.14,1,6,1,5,7,25,3,0,0,0
10,3,5,0,18,8,2,0.06,4,0,2,1,21,1,0,35,0,60.99,27.71,46829.13,0.56,291,0.04,2601.62,1689.94,0.5,2,4,21,0.03,117,174,38,18,65,33.96,35,0,2,1
41,65,24,0,176,98,33,0.07,34,0,17,0.52,275,17,0.5,449,0,453.43,54.23,1333692.61,8.2,3155,0.02,74094.03,24591.38,0.52,32,49,244,0.05,1308,1847,205,17,668,28.16,449,1,5,0.15
12,16,6,1,0,10,12,0.29,4,0,10,0.83,34,3,0.18,40,0,44.65,23.91,25522.46,0.36,180,0.04,1417.91,1067.53,0.25,3,5,24,0.22,79,101,38,23,55,2.44,41,0,11,0.92
12,10,1,1,0,0,9,0.35,0,0,2,0.22,21,1,0,25,0,27.4,10.77,3176.17,0.1,59,0.09,176.45,295,0.11,0,0,14,0.23,19,40,15,17,40,3.85,26,0,2,0.22
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,2,0.2,4,5,3,3,5,0,3,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.2,0,3,0,3,5,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,0,2,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0,0,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.33,2,3,2,3,3,0,0,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.33,0,3,0,3,3,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.25,0,3,0,3,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0
3,5,0,0,5,8,3,0.43,4,0,1,0.33,9,1,0,7,0,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,0.33,2,4,8,0.14,16,27,7,12,22,41.67,7,0,1,0.33
3,5,0,0,5,8,3,0.43,4,0,1,0.33,9,1,0,7,0,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,0.33,2,4,8,0.14,16,27,7,12,22,41.67,7,0,1,0.33
1,9,0,2,1,0,8,0.28,0,0,1,0.13,18,1,0,27,0,34.09,9.88,3329.22,0.11,68,0.1,184.96,336.89,0.13,0,0,12,0.24,24,44,17,14,33,10,29,0,1,0.13
0,3,0,0,1,4,2,1,2,0,1,0.5,6,1,0,2,0,12.09,6.3,479.73,0.03,20,0.16,26.65,76.15,0.5,1,2,6,0.4,7,13,5,9,5,33.33,2,0,1,0.5
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,4,0,0,8,1,0,0,2,0.25,0,4,0,4,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,5,0,0,11.61,1,0,0,2,0.2,0,5,0,5,5,0,2,0,0,0
1,11,0,1,4,20,6,0.27,10,0,1,0.17,20,1,0,21,0,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,0.17,5,10,16,0.19,27,41,9,15,31,19.23,22,0,5,0.83
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,4,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.14,7,10,7,6,7,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,6,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.17,7,10,7,6,6,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,5,27.35,3,246.13,0.03,21,0.33,13.67,82.04,1,0,0,3,0.17,9,12,9,6,6,0,2,0,1,1
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,6,30.67,3,276,0.03,23,0.33,15.33,92,1,0,0,3,0.14,10,13,10,6,7,0,3,0,1,1
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,7,30.67,3,276,0.03,23,0.33,15.33,92,1,0,0,3,0.14,10,13,10,6,7,0,3,0,1,1
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,9,30.67,3,276,0.03,23,0.33,15.33,92,1,0,0,3,0.13,10,13,10,6,8,0,3,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,6,27.35,3,246.13,0.03,21,0.33,13.67,82.04,1,0,0,3,0.17,9,12,9,6,6,0,2,0,1,1
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,8,27.35,3,246.13,0.03,21,0.33,13.67,82.04,1,0,0,3,0.13,9,12,9,6,8,0,3,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,3,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.2,7,10,7,6,5,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,4,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.2,7,10,7,6,5,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,6,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.17,7,10,7,6,6,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,3,17.92,3,161.32,0.02,15,0.33,8.96,53.77,1,0,0,3,0.17,6,9,6,6,6,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,5,17.92,3,161.32,0.02,15,0.33,8.96,53.77,1,0,0,3,0.13,6,9,6,6,8,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.25,5,8,5,6,4,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,4,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.2,5,8,5,6,5,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,1,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.25,5,8,5,6,4,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.25,5,8,5,6,4,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,4,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.14,5,8,5,6,7,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,3,17.92,3,161.32,0.02,15,0.33,8.96,53.77,1,0,0,3,0.2,6,9,6,6,5,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,5,17.92,3,161.32,0.02,15,0.33,8.96,53.77,1,0,0,3,0.2,6,9,6,6,5,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,5,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.13,7,10,7,6,8,0,2,0,1,1
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,5,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.13,7,10,7,6,8,0,2,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.33,0,0,0,0,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,1,1
0,1,0,9,0,0,1,0.09,0,0,1,1,1,1,0,2,0,0,0,0,0,9,0,0,0,1,0,0,2,0.08,9,0,1,0,12,81.82,11,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.33,0,0,0,0,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.33,0,0,0,0,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,1,0,0,2,0.17,6,8,5,4,6,0,4,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,8.45,0.75,4.75,0,4,1.33,0.26,6.34,1,0,0,2,0.17,3,1,2,1,6,0,5,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.33,0,0,0,0,3,0,1,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.2,3,6,3,5,5,0,3,0,1,1
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,0,2,0,0,0
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,2,0.2,2,1,2,1,5,0,4,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,4,0,0,8,1,0,0,2,0.25,0,4,0,4,4,0,2,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,0,0,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,5,0,0,11.61,1,0,0,2,0.2,0,5,0,5,5,0,2,0,0,0
